number,value,datetime_start,datetime_complete,duration,params_mu,params_sigma,state
139,6.542869124196138,2023-07-11 23:08:43.779020,2023-07-11 23:08:44.327131,0 days 00:00:00.548111,52.47896091717799,14.17397569457172,COMPLETE
50,6.588832863310905,2023-07-11 23:08:40.668649,2023-07-11 23:08:41.150196,0 days 00:00:00.481547,53.15895004641206,13.49820335918693,COMPLETE
166,6.596821942302008,2023-07-11 23:08:44.719550,2023-07-11 23:08:45.251807,0 days 00:00:00.532257,51.85553097730471,13.673593401901318,COMPLETE
169,6.621982390732203,2023-07-11 23:08:44.834727,2023-07-11 23:08:45.372706,0 days 00:00:00.537979,51.87872024330582,13.762546259333986,COMPLETE
165,6.622972859266885,2023-07-11 23:08:44.687565,2023-07-11 23:08:45.249349,0 days 00:00:00.561784,51.860718853789386,13.706088630094818,COMPLETE
489,6.724628984568081,2023-07-11 23:08:58.765047,2023-07-11 23:08:59.489138,0 days 00:00:00.724091,52.15075473858244,12.922549557532712,COMPLETE
258,6.806288948481548,2023-07-11 23:08:48.406675,2023-07-11 23:08:49.043587,0 days 00:00:00.636912,53.067627240245756,13.089605435291174,COMPLETE
352,6.817878764691793,2023-07-11 23:08:52.548814,2023-07-11 23:08:53.235827,0 days 00:00:00.687013,52.21062100468513,14.147321383236443,COMPLETE
488,6.818555220601856,2023-07-11 23:08:58.761436,2023-07-11 23:08:59.448904,0 days 00:00:00.687468,52.174573828558856,12.896362201077595,COMPLETE
446,6.828492600852801,2023-07-11 23:08:56.756495,2023-07-11 23:08:57.454476,0 days 00:00:00.697981,51.8207339838172,13.450618822527666,COMPLETE
137,6.8314355139250384,2023-07-11 23:08:43.624935,2023-07-11 23:08:44.055659,0 days 00:00:00.430724,52.485979832817655,14.203592176374116,COMPLETE
153,6.8413041688521625,2023-07-11 23:08:44.205946,2023-07-11 23:08:44.806950,0 days 00:00:00.601004,52.38785205064357,14.199241980429036,COMPLETE
369,6.84170588005502,2023-07-11 23:08:53.295514,2023-07-11 23:08:54.045413,0 days 00:00:00.749899,52.7831527267224,12.847277762020262,COMPLETE
149,6.916404846931849,2023-07-11 23:08:44.088451,2023-07-11 23:08:44.690492,0 days 00:00:00.602041,52.42435193574,14.210732002113714,COMPLETE
388,6.929148737149451,2023-07-11 23:08:54.197489,2023-07-11 23:08:54.864203,0 days 00:00:00.666714,53.090814519114915,13.10251038916672,COMPLETE
163,6.966526912696575,2023-07-11 23:08:44.627274,2023-07-11 23:08:45.194068,0 days 00:00:00.566794,51.806189802860956,13.598874348080988,COMPLETE
253,6.990854591612517,2023-07-11 23:08:48.055424,2023-07-11 23:08:48.732723,0 days 00:00:00.677299,53.06151155515128,13.047866851376902,COMPLETE
260,7.036422317359071,2023-07-11 23:08:48.450981,2023-07-11 23:08:49.102805,0 days 00:00:00.651824,53.09760989830599,13.092545006343844,COMPLETE
175,7.060797295625091,2023-07-11 23:08:45.090067,2023-07-11 23:08:45.626842,0 days 00:00:00.536775,51.80118810686494,13.636299045626208,COMPLETE
98,7.094945060855994,2023-07-11 23:08:42.337378,2023-07-11 23:08:42.822350,0 days 00:00:00.484972,53.12467250455213,13.821752346211989,COMPLETE
393,7.109423672919691,2023-07-11 23:08:54.319069,2023-07-11 23:08:55.076367,0 days 00:00:00.757298,53.11362388475772,13.104602989595254,COMPLETE
439,7.1245587781799005,2023-07-11 23:08:56.477356,2023-07-11 23:08:57.156286,0 days 00:00:00.678930,51.79730739800231,13.404294214398757,COMPLETE
347,7.127058251192862,2023-07-11 23:08:52.228668,2023-07-11 23:08:52.882480,0 days 00:00:00.653812,52.18548245266993,14.171236864274265,COMPLETE
259,7.171258854783535,2023-07-11 23:08:48.425796,2023-07-11 23:08:49.185070,0 days 00:00:00.759274,53.0935799988061,13.060912139034642,COMPLETE
142,7.175045589700725,2023-07-11 23:08:43.890894,2023-07-11 23:08:44.414056,0 days 00:00:00.523162,52.5020948154448,14.238448736759956,COMPLETE
337,7.187219203305248,2023-07-11 23:08:51.858025,2023-07-11 23:08:52.525090,0 days 00:00:00.667065,52.8207867730007,14.14907733163847,COMPLETE
472,7.204823010913241,2023-07-11 23:08:57.992754,2023-07-11 23:08:58.738034,0 days 00:00:00.745280,52.61787375910174,14.226824311227926,COMPLETE
482,7.2344608072105325,2023-07-11 23:08:58.497075,2023-07-11 23:08:59.232589,0 days 00:00:00.735514,52.999853314561705,12.94093127523693,COMPLETE
341,7.264377971634159,2023-07-11 23:08:52.008942,2023-07-11 23:08:52.674170,0 days 00:00:00.665228,52.093933028810866,14.13676471888169,COMPLETE
261,7.276270539698423,2023-07-11 23:08:48.455775,2023-07-11 23:08:49.080709,0 days 00:00:00.624934,53.089373807353965,13.036120868458436,COMPLETE
361,7.282946330587325,2023-07-11 23:08:52.847513,2023-07-11 23:08:53.567705,0 days 00:00:00.720192,52.14401726689905,12.860349257365515,COMPLETE
101,7.285725134778277,2023-07-11 23:08:42.410597,2023-07-11 23:08:42.863523,0 days 00:00:00.452926,53.13962264716573,13.833972525749129,COMPLETE
60,7.335051666582668,2023-07-11 23:08:41.041324,2023-07-11 23:08:41.580420,0 days 00:00:00.539096,52.77681955678895,12.789456667728826,COMPLETE
370,7.344612035710195,2023-07-11 23:08:53.320933,2023-07-11 23:08:54.003739,0 days 00:00:00.682806,52.74272626700933,12.776530902265268,COMPLETE
265,7.347035951857094,2023-07-11 23:08:48.614666,2023-07-11 23:08:49.259188,0 days 00:00:00.644522,53.109659927304655,13.052412623982484,COMPLETE
263,7.362301071502158,2023-07-11 23:08:48.538867,2023-07-11 23:08:49.216437,0 days 00:00:00.677570,53.05602047655109,12.98011705508414,COMPLETE
173,7.3717146127949,2023-07-11 23:08:45.006556,2023-07-11 23:08:45.516817,0 days 00:00:00.510261,51.790914868263606,13.738336699062954,COMPLETE
162,7.372838050986465,2023-07-11 23:08:44.621591,2023-07-11 23:08:45.167038,0 days 00:00:00.545447,51.776040516979414,13.676111042584804,COMPLETE
391,7.380756791342866,2023-07-11 23:08:54.270703,2023-07-11 23:08:54.927230,0 days 00:00:00.656527,53.167658473192155,13.147817893564046,COMPLETE
143,7.39514854084081,2023-07-11 23:08:43.915077,2023-07-11 23:08:44.472063,0 days 00:00:00.556986,52.559803243699264,14.2562675658184,COMPLETE
147,7.458456718262749,2023-07-11 23:08:44.034604,2023-07-11 23:08:44.551421,0 days 00:00:00.516817,52.609362794042795,14.254969672427158,COMPLETE
351,7.47944065227019,2023-07-11 23:08:52.489126,2023-07-11 23:08:53.187446,0 days 00:00:00.698320,52.15333009739418,14.196446929478991,COMPLETE
356,7.480821704565985,2023-07-11 23:08:52.701206,2023-07-11 23:08:53.412395,0 days 00:00:00.711189,52.1690095680489,12.82281075467492,COMPLETE
494,7.515251774604187,2023-07-11 23:08:59.033728,2023-07-11 23:08:59.644368,0 days 00:00:00.610640,52.08029304871306,12.875187180172752,COMPLETE
207,7.5207080813069025,2023-07-11 23:08:46.254942,2023-07-11 23:08:46.895855,0 days 00:00:00.640913,52.235214494682324,12.786153990074585,COMPLETE
208,7.558488762607875,2023-07-11 23:08:46.276526,2023-07-11 23:08:46.953503,0 days 00:00:00.676977,52.168098234124955,12.814403151370666,COMPLETE
475,7.572576189841892,2023-07-11 23:08:58.085951,2023-07-11 23:08:58.849921,0 days 00:00:00.763970,52.6749889853451,14.251264541998797,COMPLETE
145,7.5766745600647445,2023-07-11 23:08:43.969944,2023-07-11 23:08:44.548897,0 days 00:00:00.578953,52.49785818334673,14.279961558232246,COMPLETE
452,7.580933196892438,2023-07-11 23:08:57.131600,2023-07-11 23:08:57.902224,0 days 00:00:00.770624,53.2576472806031,13.428288340264322,COMPLETE
141,7.582143722281475,2023-07-11 23:08:43.856699,2023-07-11 23:08:44.414795,0 days 00:00:00.558096,52.44012109314464,14.280445730767623,COMPLETE
476,7.600605614580673,2023-07-11 23:08:58.187115,2023-07-11 23:08:58.923970,0 days 00:00:00.736855,52.67686674175209,14.253693857534708,COMPLETE
151,7.601918718586455,2023-07-11 23:08:44.140585,2023-07-11 23:08:44.753286,0 days 00:00:00.612701,52.38187008434447,14.27779748447946,COMPLETE
349,7.602433334663238,2023-07-11 23:08:52.351126,2023-07-11 23:08:53.040293,0 days 00:00:00.689167,52.14602026923652,14.207097561709366,COMPLETE
360,7.6251667316475364,2023-07-11 23:08:52.812591,2023-07-11 23:08:53.471012,0 days 00:00:00.658421,52.16353282192092,12.80924663723938,COMPLETE
394,7.631009329604877,2023-07-11 23:08:54.381796,2023-07-11 23:08:55.047332,0 days 00:00:00.665536,53.169074826374036,13.094044206385274,COMPLETE
262,7.643722474741625,2023-07-11 23:08:48.492234,2023-07-11 23:08:49.127127,0 days 00:00:00.634893,53.08420486353396,12.96827682240701,COMPLETE
154,7.663240787975196,2023-07-11 23:08:44.287307,2023-07-11 23:08:44.859794,0 days 00:00:00.572487,52.23497141531594,14.250987572252996,COMPLETE
150,7.664338743199764,2023-07-11 23:08:44.138712,2023-07-11 23:08:44.660404,0 days 00:00:00.521692,52.36073318977502,14.281461248071713,COMPLETE
440,7.728974896392709,2023-07-11 23:08:56.481252,2023-07-11 23:08:57.235805,0 days 00:00:00.754553,51.72659122891864,13.519059352805634,COMPLETE
339,7.754584268250165,2023-07-11 23:08:51.932115,2023-07-11 23:08:52.623581,0 days 00:00:00.691466,52.8274301721071,14.210331704040067,COMPLETE
255,7.798211176834632,2023-07-11 23:08:48.286437,2023-07-11 23:08:48.938849,0 days 00:00:00.652412,53.12719340890834,12.996773692731633,COMPLETE
479,7.865660007235061,2023-07-11 23:08:58.284834,2023-07-11 23:08:58.962383,0 days 00:00:00.677549,52.65378503379333,14.287758538904193,COMPLETE
164,7.921377744843775,2023-07-11 23:08:44.655637,2023-07-11 23:08:45.121143,0 days 00:00:00.465506,51.72610409161376,13.708329811008543,COMPLETE
350,7.92647303800057,2023-07-11 23:08:52.433204,2023-07-11 23:08:53.124706,0 days 00:00:00.691502,52.1623485142609,14.252037661796535,COMPLETE
203,7.937761769098922,2023-07-11 23:08:46.098338,2023-07-11 23:08:46.621241,0 days 00:00:00.522903,52.639080756772756,12.689909551408878,COMPLETE
206,7.966001163399568,2023-07-11 23:08:46.189215,2023-07-11 23:08:46.846735,0 days 00:00:00.657520,52.223112367555,12.742370243862897,COMPLETE
436,8.009129356689428,2023-07-11 23:08:56.360661,2023-07-11 23:08:57.106745,0 days 00:00:00.746084,51.774444471776484,13.879906995589147,COMPLETE
200,8.064846428547362,2023-07-11 23:08:45.932810,2023-07-11 23:08:46.479499,0 days 00:00:00.546689,52.71076935701128,12.690093254133634,COMPLETE
144,8.070708170138003,2023-07-11 23:08:43.947928,2023-07-11 23:08:44.499482,0 days 00:00:00.551554,52.58071297889418,14.32328310571854,COMPLETE
103,8.074774007833462,2023-07-11 23:08:42.433593,2023-07-11 23:08:42.931351,0 days 00:00:00.497758,53.13409021767579,12.958918849832799,COMPLETE
398,8.139846922570568,2023-07-11 23:08:54.564097,2023-07-11 23:08:55.267570,0 days 00:00:00.703473,53.17810477749268,13.9366720142495,COMPLETE
107,8.16974561573025,2023-07-11 23:08:42.663020,2023-07-11 23:08:43.165140,0 days 00:00:00.502120,53.30043737951431,13.638864342672383,COMPLETE
358,8.251458691018343,2023-07-11 23:08:52.759301,2023-07-11 23:08:53.431615,0 days 00:00:00.672314,52.238801957085954,12.704910999589814,COMPLETE
199,8.28557877967824,2023-07-11 23:08:45.900277,2023-07-11 23:08:46.379194,0 days 00:00:00.478917,52.71215664310121,12.666898972526074,COMPLETE
397,8.310574700023158,2023-07-11 23:08:54.535597,2023-07-11 23:08:55.198008,0 days 00:00:00.662411,53.221970234298745,13.8952777401842,COMPLETE
106,8.320960546777211,2023-07-11 23:08:42.623468,2023-07-11 23:08:43.185484,0 days 00:00:00.562016,53.184682961166864,12.984594651217558,COMPLETE
97,8.326445249454087,2023-07-11 23:08:42.289992,2023-07-11 23:08:42.775127,0 days 00:00:00.485135,53.235644348241365,13.872615767164898,COMPLETE
428,8.376416797862172,2023-07-11 23:08:55.951774,2023-07-11 23:08:56.703357,0 days 00:00:00.751583,51.77123359366301,13.955794718051019,COMPLETE
205,8.399577055405311,2023-07-11 23:08:46.154672,2023-07-11 23:08:46.657909,0 days 00:00:00.503237,52.347805754295685,12.655907745281006,COMPLETE
168,8.41959568747787,2023-07-11 23:08:44.777396,2023-07-11 23:08:45.322003,0 days 00:00:00.544607,51.65867367574393,13.582267961275258,COMPLETE
209,8.53513117595353,2023-07-11 23:08:46.279256,2023-07-11 23:08:46.899149,0 days 00:00:00.619893,52.13115479964051,12.722619338169157,COMPLETE
102,8.54635724111235,2023-07-11 23:08:42.430636,2023-07-11 23:08:42.933209,0 days 00:00:00.502573,53.260893398891334,13.067243906281613,COMPLETE
96,8.548364444353934,2023-07-11 23:08:42.259533,2023-07-11 23:08:42.837545,0 days 00:00:00.578012,53.23898037152585,13.91323138956592,COMPLETE
355,8.555373499452383,2023-07-11 23:08:52.646160,2023-07-11 23:08:53.339993,0 days 00:00:00.693833,52.123766431561435,12.72428310402433,COMPLETE
171,8.595028417037831,2023-07-11 23:08:44.967693,2023-07-11 23:08:45.494673,0 days 00:00:00.526980,51.670005025965466,13.766106038155048,COMPLETE
100,8.659943263407808,2023-07-11 23:08:42.393172,2023-07-11 23:08:42.905027,0 days 00:00:00.511855,53.20750260626226,13.986012859394798,COMPLETE
357,8.68862159348907,2023-07-11 23:08:52.727369,2023-07-11 23:08:53.472920,0 days 00:00:00.745551,52.151378461552504,12.694893536213133,COMPLETE
364,8.718599768437834,2023-07-11 23:08:53.041657,2023-07-11 23:08:53.772875,0 days 00:00:00.731218,51.8660808213709,12.909164373338191,COMPLETE
267,8.759299343721569,2023-07-11 23:08:48.675614,2023-07-11 23:08:49.358249,0 days 00:00:00.682635,53.28650658563894,13.069804192524078,COMPLETE
461,8.790854322892503,2023-07-11 23:08:57.509270,2023-07-11 23:08:58.202263,0 days 00:00:00.692993,53.37768610181005,13.401937657072455,COMPLETE
202,8.795886891274733,2023-07-11 23:08:46.090020,2023-07-11 23:08:46.562753,0 days 00:00:00.472733,52.60801494597261,12.597069324938072,COMPLETE
61,8.80881637542889,2023-07-11 23:08:41.076040,2023-07-11 23:08:41.598221,0 days 00:00:00.522181,52.596978966647846,12.594849164429771,COMPLETE
268,8.835504937069413,2023-07-11 23:08:48.719888,2023-07-11 23:08:49.385746,0 days 00:00:00.665858,53.32266158532224,13.133035019254667,COMPLETE
477,8.839565743167677,2023-07-11 23:08:58.232210,2023-07-11 23:08:58.957942,0 days 00:00:00.725732,52.62619555437371,14.395423060991254,COMPLETE
329,8.861967410921665,2023-07-11 23:08:51.408992,2023-07-11 23:08:52.091752,0 days 00:00:00.682760,53.385155853785726,13.40690554984946,COMPLETE
333,8.877606836391223,2023-07-11 23:08:51.615975,2023-07-11 23:08:52.287462,0 days 00:00:00.671487,53.381614982539865,13.350905187759166,COMPLETE
110,8.892898903957667,2023-07-11 23:08:42.761441,2023-07-11 23:08:43.257960,0 days 00:00:00.496519,53.26000073108059,13.945360056356696,COMPLETE
450,8.935908775321879,2023-07-11 23:08:57.009337,2023-07-11 23:08:57.740872,0 days 00:00:00.731535,53.39243467118156,13.404408612714352,COMPLETE
448,8.936860435064304,2023-07-11 23:08:56.888112,2023-07-11 23:08:57.604499,0 days 00:00:00.716387,53.394382516711445,13.46636263164486,COMPLETE
111,9.063490484992599,2023-07-11 23:08:42.798794,2023-07-11 23:08:43.377868,0 days 00:00:00.579074,53.19285940371398,12.869680660313664,COMPLETE
197,9.079038307566051,2023-07-11 23:08:45.869165,2023-07-11 23:08:46.383045,0 days 00:00:00.513880,52.218813723931596,12.62281111367868,COMPLETE
474,9.122349892535484,2023-07-11 23:08:58.077050,2023-07-11 23:08:58.763418,0 days 00:00:00.686368,52.631895873928265,14.423752395259651,COMPLETE
104,9.188982875174878,2023-07-11 23:08:42.479283,2023-07-11 23:08:42.990703,0 days 00:00:00.511420,53.32001066978344,13.038461054304033,COMPLETE
307,9.225209566928426,2023-07-11 23:08:50.541960,2023-07-11 23:08:51.123624,0 days 00:00:00.581664,51.61644152472974,13.811400416030613,COMPLETE
105,9.24165301894729,2023-07-11 23:08:42.504476,2023-07-11 23:08:43.049572,0 days 00:00:00.545096,53.25291273000851,12.916855672934618,COMPLETE
109,9.290219586695521,2023-07-11 23:08:42.737037,2023-07-11 23:08:43.284449,0 days 00:00:00.547412,53.22040344837856,12.866146467180855,COMPLETE
322,9.291678076286413,2023-07-11 23:08:51.189697,2023-07-11 23:08:51.900429,0 days 00:00:00.710732,53.42287560729812,13.345105927963989,COMPLETE
365,9.38781762925809,2023-07-11 23:08:53.067857,2023-07-11 23:08:53.741514,0 days 00:00:00.673657,51.92465120550847,12.759519214077637,COMPLETE
368,9.409903651916792,2023-07-11 23:08:53.257126,2023-07-11 23:08:53.940499,0 days 00:00:00.683373,51.8742730839269,12.801636890134343,COMPLETE
68,9.414089916695893,2023-07-11 23:08:41.267689,2023-07-11 23:08:41.817106,0 days 00:00:00.549417,52.201626350614646,12.593026002357952,COMPLETE
63,9.45768093602548,2023-07-11 23:08:41.143592,2023-07-11 23:08:41.598880,0 days 00:00:00.455288,52.80355764498462,12.565566289226972,COMPLETE
451,9.460723211962534,2023-07-11 23:08:57.051020,2023-07-11 23:08:57.763779,0 days 00:00:00.712759,53.446323294061045,13.430105399957515,COMPLETE
287,9.503757994468097,2023-07-11 23:08:49.643725,2023-07-11 23:08:50.346940,0 days 00:00:00.703215,52.49628302328,14.478378684899162,COMPLETE
280,9.611857676661195,2023-07-11 23:08:49.241180,2023-07-11 23:08:49.864548,0 days 00:00:00.623368,52.51452206381161,14.48865731450013,COMPLETE
366,9.61878937910334,2023-07-11 23:08:53.151250,2023-07-11 23:08:53.827837,0 days 00:00:00.676587,51.91146949268772,12.740486434817456,COMPLETE
64,9.68833312739013,2023-07-11 23:08:41.189413,2023-07-11 23:08:41.650042,0 days 00:00:00.460629,52.84531615267191,12.554088827511181,COMPLETE
305,9.725088007728859,2023-07-11 23:08:50.455875,2023-07-11 23:08:51.118481,0 days 00:00:00.662606,51.5619185655796,13.804949982840515,COMPLETE
99,9.738481932448424,2023-07-11 23:08:42.385483,2023-07-11 23:08:42.973487,0 days 00:00:00.588004,53.3553810948381,12.984732097650589,COMPLETE
327,9.80836586442414,2023-07-11 23:08:51.363774,2023-07-11 23:08:52.030509,0 days 00:00:00.666735,53.46871452469589,13.297459902499345,COMPLETE
332,9.899550824187548,2023-07-11 23:08:51.613499,2023-07-11 23:08:52.324542,0 days 00:00:00.711043,53.484141069677634,13.342578944507233,COMPLETE
320,9.922508929073159,2023-07-11 23:08:51.104438,2023-07-11 23:08:51.799148,0 days 00:00:00.694710,53.49199073655519,13.412906019875162,COMPLETE
282,9.949054159535383,2023-07-11 23:08:49.338315,2023-07-11 23:08:50.034146,0 days 00:00:00.695831,52.51070704051123,14.523574344110994,COMPLETE
316,9.971465904799949,2023-07-11 23:08:50.852960,2023-07-11 23:08:51.559220,0 days 00:00:00.706260,51.51356196051497,13.38487675559773,COMPLETE
363,9.972439225422375,2023-07-11 23:08:52.934311,2023-07-11 23:08:53.642805,0 days 00:00:00.708494,51.98857565560589,12.639370411972688,COMPLETE
108,9.986958716445526,2023-07-11 23:08:42.699775,2023-07-11 23:08:43.239578,0 days 00:00:00.539803,53.316064658838364,12.873250112550757,COMPLETE
198,9.997503554688135,2023-07-11 23:08:45.871180,2023-07-11 23:08:46.427324,0 days 00:00:00.556144,52.73345138188191,12.489837666785899,COMPLETE
308,10.006095252299753,2023-07-11 23:08:50.545999,2023-07-11 23:08:51.232241,0 days 00:00:00.686242,51.51670604372953,13.734989297428926,COMPLETE
335,10.01518591343334,2023-07-11 23:08:51.777975,2023-07-11 23:08:52.464809,0 days 00:00:00.686834,53.49539718380828,13.338643999080182,COMPLETE
319,10.025141797903729,2023-07-11 23:08:51.067345,2023-07-11 23:08:51.754482,0 days 00:00:00.687137,51.50377556462555,13.41824358846503,COMPLETE
459,10.043815502725451,2023-07-11 23:08:57.338595,2023-07-11 23:08:58.057643,0 days 00:00:00.719048,53.50290380223159,13.389782774513186,COMPLETE
69,10.124611392116675,2023-07-11 23:08:41.283412,2023-07-11 23:08:41.748100,0 days 00:00:00.464688,52.41906164866947,12.464486976562721,COMPLETE
71,10.29162360501245,2023-07-11 23:08:41.315104,2023-07-11 23:08:41.752374,0 days 00:00:00.437270,51.96468321287751,12.616793395354822,COMPLETE
281,10.312810799766144,2023-07-11 23:08:49.288843,2023-07-11 23:08:49.988495,0 days 00:00:00.699652,52.01655261684224,14.457546501613516,COMPLETE
73,10.556487899577835,2023-07-11 23:08:41.371894,2023-07-11 23:08:41.872702,0 days 00:00:00.500808,52.1766882564983,12.478708076749724,COMPLETE
66,10.596377062093639,2023-07-11 23:08:41.196579,2023-07-11 23:08:41.723871,0 days 00:00:00.527292,52.67816509656453,12.417546418534943,COMPLETE
112,10.615126720469933,2023-07-11 23:08:42.865384,2023-07-11 23:08:43.359116,0 days 00:00:00.493732,53.426817556045044,12.92822952238236,COMPLETE
317,10.708010548527822,2023-07-11 23:08:50.872956,2023-07-11 23:08:51.561232,0 days 00:00:00.688276,51.44092009171035,13.374881910890162,COMPLETE
285,10.803242327860401,2023-07-11 23:08:49.480922,2023-07-11 23:08:50.152430,0 days 00:00:00.671508,52.01778632405495,14.514906310314274,COMPLETE
311,10.839862936528407,2023-07-11 23:08:50.627223,2023-07-11 23:08:51.261417,0 days 00:00:00.634194,51.582628345262144,14.132924602537363,COMPLETE
284,10.870469148302861,2023-07-11 23:08:49.415909,2023-07-11 23:08:50.105190,0 days 00:00:00.689281,51.94976685810638,14.48765918759181,COMPLETE
345,10.881861670391915,2023-07-11 23:08:52.119057,2023-07-11 23:08:52.782623,0 days 00:00:00.663566,52.226579717617525,12.426928725388372,COMPLETE
44,11.047192867991905,2023-07-11 23:08:40.525619,2023-07-11 23:08:41.018659,0 days 00:00:00.493040,53.563007467385766,13.144172468467834,COMPLETE
95,11.06620479057634,2023-07-11 23:08:42.239197,2023-07-11 23:08:42.805169,0 days 00:00:00.565972,51.4357113899099,13.85838356918198,COMPLETE
182,11.101301294817603,2023-07-11 23:08:45.292348,2023-07-11 23:08:45.817678,0 days 00:00:00.525330,53.59705091113068,13.274807461580222,COMPLETE
72,11.130425881993975,2023-07-11 23:08:41.366078,2023-07-11 23:08:41.849990,0 days 00:00:00.483912,52.17890562643661,12.41603969407564,COMPLETE
70,11.208060060789691,2023-07-11 23:08:41.286204,2023-07-11 23:08:41.871694,0 days 00:00:00.585490,52.063804318502584,12.454911137952735,COMPLETE
416,11.229714389068448,2023-07-11 23:08:55.384442,2023-07-11 23:08:56.060218,0 days 00:00:00.675776,52.32283762248641,12.365778852649449,COMPLETE
411,11.25781539056792,2023-07-11 23:08:55.142322,2023-07-11 23:08:55.842837,0 days 00:00:00.700515,52.440124887570846,12.345294136044775,COMPLETE
65,11.27262046215368,2023-07-11 23:08:41.194760,2023-07-11 23:08:41.729792,0 days 00:00:00.535032,52.81255018960711,12.372381386818054,COMPLETE
62,11.459788373632158,2023-07-11 23:08:41.097987,2023-07-11 23:08:41.620716,0 days 00:00:00.522729,52.856027680606736,12.364202256426783,COMPLETE
185,11.521190799062445,2023-07-11 23:08:45.396954,2023-07-11 23:08:45.960456,0 days 00:00:00.563502,53.630298225040065,13.219679835365264,COMPLETE
183,11.538361843230918,2023-07-11 23:08:45.324536,2023-07-11 23:08:45.845967,0 days 00:00:00.521431,53.6443148366248,13.294153015711117,COMPLETE
462,11.642128986219037,2023-07-11 23:08:57.515674,2023-07-11 23:08:58.231606,0 days 00:00:00.715932,52.656038583583445,14.68118903295592,COMPLETE
447,11.676432891610748,2023-07-11 23:08:56.829680,2023-07-11 23:08:57.532705,0 days 00:00:00.703025,53.66855678214995,13.45024812912174,COMPLETE
338,11.752542780305777,2023-07-11 23:08:51.889087,2023-07-11 23:08:52.575879,0 days 00:00:00.686792,53.40964221373833,14.229816489777777,COMPLETE
43,12.193978999363518,2023-07-11 23:08:40.488438,2023-07-11 23:08:41.044446,0 days 00:00:00.556008,53.71611631962658,13.554969986385334,COMPLETE
466,12.316682291004803,2023-07-11 23:08:57.767998,2023-07-11 23:08:58.470824,0 days 00:00:00.702826,52.679711655880546,14.746906251215668,COMPLETE
42,12.439769925129688,2023-07-11 23:08:40.457841,2023-07-11 23:08:40.947494,0 days 00:00:00.489653,53.73992260281963,13.56447470466542,COMPLETE
196,12.5095678773631,2023-07-11 23:08:45.800011,2023-07-11 23:08:46.307776,0 days 00:00:00.507765,53.53854594191675,12.738645650152305,COMPLETE
47,12.51692709362242,2023-07-11 23:08:40.592103,2023-07-11 23:08:41.123449,0 days 00:00:00.531346,53.74818616098942,13.340196532313662,COMPLETE
464,12.615799545194289,2023-07-11 23:08:57.636282,2023-07-11 23:08:58.354727,0 days 00:00:00.718445,52.615376742520205,14.788428373491412,COMPLETE
148,12.690162220191201,2023-07-11 23:08:44.086370,2023-07-11 23:08:44.626076,0 days 00:00:00.539706,52.438494079073806,14.807188322830815,COMPLETE
67,12.775379663776201,2023-07-11 23:08:41.223497,2023-07-11 23:08:41.706311,0 days 00:00:00.482814,52.667175210037264,12.189492642333507,COMPLETE
336,12.880220571659946,2023-07-11 23:08:51.824298,2023-07-11 23:08:52.543476,0 days 00:00:00.719178,52.7990218575487,12.198205746193437,COMPLETE
454,12.938080201669786,2023-07-11 23:08:57.182205,2023-07-11 23:08:57.867145,0 days 00:00:00.684940,51.21321642372452,13.404249998465705,COMPLETE
430,13.035446340375678,2023-07-11 23:08:56.023224,2023-07-11 23:08:56.729908,0 days 00:00:00.706684,51.778833389239416,12.41127289668254,COMPLETE
195,13.038085279500606,2023-07-11 23:08:45.767738,2023-07-11 23:08:46.277544,0 days 00:00:00.509806,53.60451756990454,12.740493384418789,COMPLETE
